norm_id;stofnaam;casnummer;aquocode;categorie;compartiment;norm;waarde;eenheid;compartimentcode;compartimentomschrijving;grootheidcode;grootheidomschrijving;hoedanigheidcode;hoedanigheidomschrijving;waardebewerkingsmethodecode;waardebewerkingsmethodeomschrijving
518;2-(2-methoxyethoxy)ethanol (ZZS);111-77-3;22C1oxC2oxC2;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren JG-MKN (totaal);12;mg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
519;2-(2-methoxyethoxy)ethanol (ZZS);111-77-3;22C1oxC2oxC2;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren JG-MKN (totaal);1,2;mg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
520;2-(2-methoxyethoxy)ethanol (ZZS);111-77-3;22C1oxC2oxC2;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MAC-MKN (totaal);120;mg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
521;2-(2-methoxyethoxy)ethanol (ZZS);111-77-3;22C1oxC2oxC2;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren MAC-MKN (totaal);12;mg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
523;2-(2-methoxyethoxy)ethanol (ZZS);111-77-3;22C1oxC2oxC2;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);-0,45;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
526;2-methylthiobenzothiazool;615-22-5;2C1ytobztazl;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);30;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
528;2,2,5,5-tetramethyltetrahydrofuran;15045-43-9;2255T4C4yT4H;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);4,19;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
531;2,2-dibenzothiazyldisulfide;120-78-5;22DbztazDS;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);1,5;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
535;2,3,4,5-tetrachlooraniline;634-83-3;2345T4ClAn;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);2,91;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
536;2,3,4,5-tetrachlooraniline;634-83-3;2345T4ClAn;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (opgelost);3;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
537;2,3,4,5-tetrachlooraniline;634-83-3;2345T4ClAn;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (totaal);3;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;P90;90-Percentiel
538;2,3,4,5-tetrachlooraniline;634-83-3;2345T4ClAn;Milieu;Sediment;Sediment MTR (droge stof);1220;µg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
539;2,3,4,5-tetrachloorfenol;4901-51-3;2345T4ClFol;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (totaal);1;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;P90;90-Percentiel
540;2,3,4,5-tetrachloorfenol;4901-51-3;2345T4ClFol;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (opgelost);1;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
541;2,3,4,5-tetrachloorfenol;4901-51-3;2345T4ClFol;Milieu;Sediment;Sediment MTR (droge stof);0,3;mg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
542;2,3,4,5-tetrachloorfenol;4901-51-3;2345T4ClFol;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);2,25;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
543;2,3,4,6-tetrachloorfenol;58-90-2;2346T4ClFol;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (totaal);1;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;P90;90-Percentiel
544;2,3,4,6-tetrachloorfenol;58-90-2;2346T4ClFol;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (opgelost);1;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
545;2,3,4,6-tetrachloorfenol;58-90-2;2346T4ClFol;Milieu;Sediment;Sediment MTR (droge stof);0,3;mg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
546;2,3,4,6-tetrachloorfenol;58-90-2;2346T4ClFol;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);2,25;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
547;2,3,4-trichlooraniline;634-67-3;234TClAn;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);2,15;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
548;2,3,4-trichlooraniline;634-67-3;234TClAn;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (opgelost);6;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
549;2,3,4-trichlooraniline;634-67-3;234TClAn;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (totaal);6;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;P90;90-Percentiel
550;2,3,4-trichlooraniline;634-67-3;234TClAn;Milieu;Sediment;Sediment MTR (droge stof);420;µg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
551;2,3,4-trichloorfenol;15950-66-0;234TClFol;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren JG-MKN (totaal);0,54;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
552;2,3,4-trichloorfenol;15950-66-0;234TClFol;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren JG-MKN (totaal);0,12;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
553;2,3,4-trichloorfenol;15950-66-0;234TClFol;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MAC-MKN (totaal);12;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
554;2,3,4-trichloorfenol;15950-66-0;234TClFol;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren MAC-MKN (totaal);1,2;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
556;2,3,4-trichloorfenol;15950-66-0;234TClFol;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);2,36;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
557;2,3,5,6-tetrachlooraniline;3481-20-7;2356T4ClAn;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);2,91;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
558;2,3,5,6-tetrachlooraniline;3481-20-7;2356T4ClAn;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (opgelost);3;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
559;2,3,5,6-tetrachlooraniline;3481-20-7;2356T4ClAn;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (totaal);3;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;P90;90-Percentiel
560;2,3,5,6-tetrachlooraniline;3481-20-7;2356T4ClAn;Milieu;Sediment;Sediment MTR (droge stof);1220;µg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
561;2,3,5,6-tetrachloorfenol;935-95-5;2356T4ClFol;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (totaal);1;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;P90;90-Percentiel
562;2,3,5,6-tetrachloorfenol;935-95-5;2356T4ClFol;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (opgelost);1;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
563;2,3,5,6-tetrachloorfenol;935-95-5;2356T4ClFol;Milieu;Sediment;Sediment MTR (droge stof);0,3;mg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
564;2,3,5,6-tetrachloorfenol;935-95-5;2356T4ClFol;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);2,25;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
565;2,3-dichloorpropanol;616-23-9;23DClC3ol;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);100;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
566;2,3-dichloorpropanol;616-23-9;23DClC3ol;Milieu;Sediment;Sediment Indicatief MTR (droge stof);330;µg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
569;2,3-dichloorpropeen;78-88-6;23DClC3e;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);1,07;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
570;2,3-dichloorpropeen;78-88-6;23DClC3e;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (totaal);8;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;P90;90-Percentiel
571;2,3-dimethylfenol;526-75-0;23DC1yFol;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);3;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
572;2,3-dinitrotolueen (ZZS);602-01-7;23DNO2Tol;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);3,00E-01;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
575;2,3-epoxypropyl-trimethylammoniumchloride (ZZS);3033-77-0;23epOxC3yTC1;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);0,73;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
576;2,3-epoxypropyl-trimethylammoniumchloride (ZZS);3033-77-0;23epOxC3yTC1;Milieu;Sediment;Sediment Indicatief MTR (droge stof);4,2;µg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
577;2,4,5-trichloorfenoxyazijnzuur;93-76-5;245T;Milieu;Sediment;Sediment MTR (droge stof);50;µg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
578;2,4,5-trichloorfenoxyazijnzuur;93-76-5;245T;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);1,06;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
579;2,4,5-trichloorfenoxyazijnzuur;93-76-5;245T;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (totaal);9;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;P90;90-Percentiel
580;2,4,5-trichloorfenoxypropaanzuur;93-72-1;245TP;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);0,3;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
581;2,4,5-trichlooraniline;636-30-6;245TClAn;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);2,15;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
582;2,4,5-trichlooraniline;636-30-6;245TClAn;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (opgelost);6;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
583;2,4,5-trichlooraniline;636-30-6;245TClAn;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (totaal);6;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;P90;90-Percentiel
584;2,4,5-trichlooraniline;636-30-6;245TClAn;Milieu;Sediment;Sediment MTR (droge stof);420;µg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
586;2,4,5-trichloorfenol;95-95-4;245TClFol;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);2,21;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
587;2,4,5-trichloorfenol;95-95-4;245TClFol;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren JG-MKN (totaal);0,13;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
588;2,4,5-trichloorfenol;95-95-4;245TClFol;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MAC-MKN (totaal);2,6;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
589;2,4,5-trichloorfenol;95-95-4;245TClFol;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren JG-MKN (totaal);0,13;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
590;2,4,5-trichloorfenol;95-95-4;245TClFol;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren MAC-MKN (totaal);2;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
591;2,4,5-trimethylaniline (ZZS);137-17-7;245TC1yAn;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);1,54;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
592;2,4,5-trimethylaniline (ZZS);137-17-7;245TC1yAn;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (opgelost);50;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
593;2,4,5-trimethylaniline (ZZS);137-17-7;245TC1yAn;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (totaal);50;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;P90;90-Percentiel
594;2,4,5-trimethylaniline (ZZS);137-17-7;245TC1yAn;Milieu;Sediment;Sediment MTR (droge stof);870;µg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
595;2,4,6-trichlooraniline;634-93-5;246TClAn;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);2,15;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
596;2,4,6-trichlooraniline;634-93-5;246TClAn;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (opgelost);6;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
597;2,4,6-trichlooraniline;634-93-5;246TClAn;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (totaal);6;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;P90;90-Percentiel
598;2,4,6-trichlooraniline;634-93-5;246TClAn;Milieu;Sediment;Sediment MTR (droge stof);420;µg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
600;2,4,6-trichloorfenol;88-06-2;246TClFol;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);1,85;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
601;2,4,6-trichloorfenol;88-06-2;246TClFol;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren JG-MKN (totaal);0,26;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
602;2,4,6-trichloorfenol;88-06-2;246TClFol;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MAC-MKN (totaal);32;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
603;2,4,6-trichloorfenol;88-06-2;246TClFol;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren JG-MKN (totaal);0,26;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
604;2,4,6-trichloorfenol;88-06-2;246TClFol;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren MAC-MKN (totaal);3,2;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
606;2,4-D;94-75-7;24D;Milieu;Sediment;Sediment MTR (droge stof);35;µg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
607;2,4-D;94-75-7;24D;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);0,73;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
608;2,4-D;94-75-7;24D;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (totaal);26;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;P90;90-Percentiel
609;2,4-dichloorfenoxyboterzuur;94-82-6;24DB;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);6;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
610;2,4-dichlooraniline;554-00-7;24DClAn;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);1,92;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
611;2,4-dichlooraniline;554-00-7;24DClAn;Milieu;Sediment;Sediment MTR (droge stof);120;µg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
612;2,4-dichlooraniline;554-00-7;24DClAn;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (totaal);3;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;P90;90-Percentiel
614;2,4-dichloorfenol;120-83-2;24DClFol;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);2,16;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
615;2,4-dichloorfenol;120-83-2;24DClFol;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren JG-MKN (totaal);0,54;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
616;2,4-dichloorfenol;120-83-2;24DClFol;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MAC-MKN (totaal);70;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
617;2,4-dichloorfenol;120-83-2;24DClFol;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren JG-MKN (totaal);0,16;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
618;2,4-dichloorfenol;120-83-2;24DClFol;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren MAC-MKN (totaal);7;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
620;2,4-dimethylfenol;105-67-9;24DC1yFol;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);0,4;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
621;2,4-dinitroaniline;97-02-9;24DNO2An;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);1,67;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
622;2,4-dinitroaniline;97-02-9;24DNO2An;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (opgelost);10;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
623;2,4-dinitroaniline;97-02-9;24DNO2An;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (totaal);10;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;P90;90-Percentiel
624;2,4-dinitroaniline;97-02-9;24DNO2An;Milieu;Sediment;Sediment MTR (droge stof);230;µg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
628;2,4-dinitrofenol;51-28-5;24DNO2Fol;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief JG-MKN (opgelost);0,1;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);JGM;Jaargemiddelde
629;2,4-dinitrofenol;51-28-5;24DNO2Fol;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief JG-MKN (totaal);0,1;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
630;2,4-dinitrofenol;51-28-5;24DNO2Fol;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MAC-MKN (opgelost);1;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);MAX;Maximum
631;2,4-dinitrofenol;51-28-5;24DNO2Fol;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MAC-MKN (totaal);1;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
632;2,4-dinitrofenol;51-28-5;24DNO2Fol;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren Indicatief JG-MKN (opgelost);0,01;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);JGM;Jaargemiddelde
633;2,4-dinitrofenol;51-28-5;24DNO2Fol;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren Indicatief JG-MKN (totaal);0,01;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;JGM;Jaargemiddelde
634;2,4-dinitrofenol;51-28-5;24DNO2Fol;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren Indicatief MAC-MKN (opgelost);0,1;µg/l;OW;Oppervlaktewateren;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);MAX;Maximum
635;2,4-dinitrofenol;51-28-5;24DNO2Fol;Milieu;Oppervlaktewater zout;Andere oppervlaktewateren Indicatief MAC-MKN (totaal);0,1;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;MAX;Maximum
636;2,4-dinitrotolueen (ZZS);121-14-2;24DNO2Tol;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);1,18E+02;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
639;2,5-dichlooraniline;95-82-9;25DClAn;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);1,92;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
640;2,5-dichlooraniline;95-82-9;25DClAn;Milieu;Sediment;Sediment MTR (droge stof);120;µg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
641;2,5-dichlooraniline;95-82-9;25DClAn;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (totaal);3;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;P90;90-Percentiel
642;2,5-dimethylfenol;95-87-4;25DC1yFol;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);1,2;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
643;2,5-dinitrotolueen (ZZS);619-15-8;25DNO2Tol;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren Indicatief MTR (opgelost);5,99E-01;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
646;2,6-dichloor-4-nitroaniline;99-30-9;26DCl4NO2An;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);1,81;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
647;2,6-dichloor-4-nitroaniline;99-30-9;26DCl4NO2An;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (opgelost);2;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;nf;na filtratie (opgeloste fractie);P90;90-Percentiel
648;2,6-dichloor-4-nitroaniline;99-30-9;26DCl4NO2An;Milieu;Oppervlaktewater zoet;Landoppervlaktewateren MTR (totaal);2;µg/l;OW;Oppervlaktewater;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;P90;90-Percentiel
649;2,6-dichloor-4-nitroaniline;99-30-9;26DCl4NO2An;Milieu;Sediment;Sediment MTR (droge stof);60;µg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
650;2,6-dichlooraniline;608-31-1;26DClAn;Milieu;Oppervlaktewater zoet;log Kp l/kg (zwevend stof);1,92;;OW;Oppervlaktewater;NVT;Niet van toepassing;NVT;Niet van toepassing;NVT;Niet van toepassing
651;2,6-dichlooraniline;608-31-1;26DClAn;Milieu;Sediment;Sediment MTR (droge stof);120;µg/kg;BS;Bodem/Sediment;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;;
